,t_k,x_k,y_k,z_k
2994,-74894.635105419,108546967.15117492,4797191.370266534,235501949.38595945
2995,-74894.628528253,-146767792.82807708,184353536.4277664,-57970469.05945362
2996,-74894.63254713599,-41372316.127281815,78222354.40970865,250676138.286617
2997,-74894.625367271,-119432817.30641225,160177326.2411513,141798268.0408612
2998,-74893.625491516,-72540381.29309303,-179081704.47412458,-160832674.7033289
2999,-74893.627454987,8676798.657994218,-10832446.944040818,-268445672.01176184
3000,-74893.63615192799,-90745402.71950673,-218889842.07434058,8077847.925674827
3001,-74893.635107051,108545228.35353963,4797186.201360175,235498974.47231665
3002,-74893.62852673899,-146766001.51071048,184351081.50900295,-57969398.99901092
3003,-74893.632548489,-41371640.631140724,78221026.61062206,250672934.48243204
3004,-74893.625367453,-119431237.49152416,160174987.30368525,141796649.94398275
3005,-74892.62549234499,-72539416.07794733,-179079565.6830374,-160830298.5178428
3006,-74892.627452765,8676528.397799395,-10832605.321217893,-268442112.28489786
3007,-74892.636154322,-90744067.2151796,-218886999.35634595,8078047.971175877
3008,-74892.63510821799,108543489.55509207,4797181.032451413,235495999.55729145
3009,-74892.62852528,-146764210.19344616,184348626.5903746,-57968328.93862708
3010,-74892.632549834,-41370965.13499421,78219698.81152579,250669730.6782196
3011,-74892.625367623,-119429657.67661896,160172648.366192,141795031.847084
3012,-74891.625493118,-72538450.86274946,-179077426.89182958,-160827922.3322246
3013,-74891.627450503,8676258.1375919,-10832763.698400367,-268438552.5578906
3014,-74891.6361567,-90742731.71083206,-218884156.63830587,8078248.016677335
3015,-74891.635109407,108541750.75667904,4797175.8635427635,235493024.64233264
3016,-74891.62852379,-146762418.87613,184346171.67167008,-57967258.87821007
3017,-74891.63255117499,-41370289.638845,78218371.0124251,250666526.87399238
3018,-74891.62536779999,-119428077.86172669,160170309.4287161,141793413.7501956
3019,-74890.625493879,-72537485.64754187,-179075288.10059515,-160825546.14657876
3020,-74890.62744828299,8675987.877393888,-10832922.075575264,-268434992.83103186
3021,-74890.63615908299,-90741396.2064921,-218881313.92027995,8078448.062175001
3022,-74890.635110657,108540011.95836838,4797170.694634429,235490049.72755623
3023,-74890.62852231799,-146760627.55884984,184343716.7530097,-57966188.817812294
3024,-74890.63255253999,-41369614.142712,78217043.21335725,250663323.06984025
3025,-74890.62536799599,-119426498.0468663,160167970.49128556,141791795.653337
3026,-74889.625494754,-72536520.43244617,-179073149.3096036,-160823169.96120477
3027,-74889.62744605,8675717.617190504,-10833080.452751284,-268431433.10412598
3028,-74889.63616148199,-90740060.70217444,-218878471.20229954,8078648.107666672
3029,-74889.62852089299,-146758836.24165758,184341261.8344648,-57965118.757464826
3030,-74889.63255389,-41368938.646568865,78215715.4142704,250660119.26563823
3031,-74889.625368221,-119424918.2320536,160165631.5539238,141790177.55652443
3032,-74888.625495494,-72535555.21722203,-179071010.51832238,-160820793.7755109
3033,-74888.627443815,8675447.356984716,-10833238.829926692,-268427873.37721202
3034,-74888.63616389199,-90738725.19787242,-218875628.48435038,8078848.153153347
3035,-74888.635113136,108536534.36169933,4797160.356817653,235484099.89794376
3036,-74888.628519354,-146757044.92426485,184338806.91564,-57964048.69699539
3037,-74888.632555231,-41368263.15041965,78214387.61517252,250656915.46140552
3038,-74888.62536840499,-119423338.41717796,160163292.61646706,141788559.45964456
3039,-74887.62549629,-72534590.0020538,-179068871.72716,-160818417.58995107
3040,-74887.627441589,8675177.096779495,-10833397.207099743,-268424313.65032917
3041,-74887.636166253,-90737389.69350587,-218872785.76626197,8079048.19864703
3042,-74887.62851790199,-146755253.6070317,184336351.99702874,-57962978.63661903
3043,-74887.63255658999,-41367587.6542826,78213059.81609948,250653711.65722853
3044,-74887.625368643,-119421758.60238953,160160953.67913756,141786941.36285117
3045,-74886.62549710799,-72533624.78690866,-179066732.93604374,-160816041.4044444
3046,-74886.627439341,8674906.83656647,-10833555.584275346,-268420753.92336708
3047,-74886.63616864399,-90736054.18918033,-218869943.04825878,8079248.24413192
3048,-74886.635115819,108533056.76537007,4797150.019001932,235478150.06894186
3049,-74886.628516471,-146753462.28983986,184333897.0784691,-57961908.576265156
3050,-74886.632557968,-41366912.15815838,78211732.01705262,250650507.8531106
3051,-74886.625368835,-119420178.78753029,160158614.7417014,141785323.2659824
3052,-74885.625497975,-72532659.5718127,-179064594.14503133,-160813665.21905512
3053,-74885.627437081,8674636.576348336,-10833713.961451918,-268417194.19636133
3054,-74885.636171058,-90734718.68488644,-218867100.33032104,8079448.289609413
3055,-74885.635117003,108531317.96692602,4797144.850093257,235475175.1539738
3056,-74885.62851490799,-146751670.9724153,184331442.15958536,-57960838.51577
3057,-74885.632559291,-41366236.661997005,78210404.21793364,250647304.04881462
3058,-74885.62536901,-119418598.97264603,160156275.8042264,141783705.16908517
3059,-74884.625498717,-72531694.35659795,-179062455.3537507,-160811289.03336975
3060,-74884.62743483299,8674366.316131582,-10833872.33862566,-268413634.46939734
3061,-74884.636173493,-90733383.18062153,-218864257.61244297,8079648.335079911
3062,-74884.63511824,108529579.16857037,4797139.681184856,235472200.23916426
3063,-74884.628513554,-146749879.65536886,184328987.24121472,-57959768.45549852
3064,-74884.632560663,-41365561.16586873,78209076.41888066,250644100.24467376
3065,-74884.62536926399,-119417019.15788843,160153936.86693707,141782087.07231486
3066,-74883.625499467,-72530729.14139277,-179060316.5624862,-160808912.84770432
3067,-74883.6274326,8674096.055917023,-10834030.715796093,-268410074.74248588
3068,-74883.63617585899,-90732047.67626537,-218861414.89436874,8079848.380561419
3069,-74883.635119496,108527840.37024407,4797134.512276554,235469225.32441226
3070,-74883.628512022,-146748088.3380073,184326532.3224071,-57958698.39503656
3071,-74883.632562017,-41364885.66972831,78207748.61980473,250640896.44047332
3072,-74883.625369473,-119415439.34306164,160151597.9295435,141780468.97547078
3073,-74882.62550031299,-72529763.92628212,-179058177.7714261,-160806536.6622679
3074,-74882.62743038099,8673825.795704382,-10834189.092963379,-268406515.01562327
3075,-74882.63617828999,-90730712.171997,-218858572.17647928,8080048.42602713
3076,-74882.63512077999,108526101.57196267,4797129.343368395,235466250.4097444
3077,-74882.62851054099,-146746297.02074078,184324077.40372467,-57957628.33462918
3078,-74882.63256338399,-41364210.17359665,78206420.82074694,250637692.6363127
3079,-74882.62536967,-119413859.52821773,160149258.99212277,141778850.87860638
3080,-74881.62550116499,-72528798.71117912,-179056038.98037788,-160804160.4768467
3081,-74881.62742814199,8673555.535484474,-10834347.4701329,-268402955.28868857
3082,-74881.63618067799,-90729376.66767208,-218855729.4584676,8080248.47149865
3083,-74881.635122041,108524362.77363762,4797124.174460119,235463275.49500915
3084,-74881.62850908599,-146744505.70352462,184321622.48510608,-57956558.2742496
3085,-74881.63256472499,-41363534.67744744,78205093.02165559,250634488.83206692
3086,-74881.625369887,-119412279.71340728,160146920.05474973,141777232.7817734
3087,-74880.625501946,-72527833.49600945,-179053900.18917692,-160801784.29125774
3088,-74880.627425869,8673285.275253516,-10834505.847306874,-268399395.5616319
3089,-74880.63618310199,-90728041.16339621,-218852886.74055824,8080448.516960172
3090,-74880.63512321899,108522623.97516447,4797119.005551413,235460300.58002785
3091,-74880.62850761699,-146742714.38628706,184319167.5664531,-57955488.21385506
3092,-74880.632566114,-41362859.18133065,78203765.22262892,250631285.0279731
3093,-74880.625370114,-119410699.8986145,160144581.117401,141775614.6849557
3094,-74879.625502713,-72526868.28082815,-179051761.39794505,-160799408.10563645
3095,-74879.62742366099,8673015.01503826,-10834664.224469624,-268395835.83480564
3096,-74879.63618549399,-90726705.65907852,-218850044.02255794,8080648.562425303
3097,-74879.635124326,108520885.17656417,4797113.83664234,235457325.6648363
3098,-74879.62850615199,-146740923.06906042,184316712.64780998,-57954418.153464794
3099,-74879.63256748799,-41362183.68520373,78202437.42358324,250628081.22382927
3100,-74879.625370308,-119409120.08377144,160142242.17997605,141773996.58808362
3101,-74878.625503527,-72525903.06569406,-179049622.6068128,-160797031.92012775
3102,-74878.627421413,8672744.754810333,-10834822.601637777,-268392276.1078361
3103,-74878.636187973,-90725370.15487796,-218847201.30480495,8080848.607870235
3104,-74878.635125752,108519146.37851483,4797108.667734915,235454350.75059465
3105,-74878.628504661,-146739131.75179094,184314257.72910303,-57953348.09304671
3106,-74878.632568816,-41361508.18904574,78201109.62447743,250624877.4195363
3107,-74878.625370549,-119407540.26900448,160139903.24266195,141772378.49128667
3108,-74877.62550435,-72524937.85057053,-179047483.8156989,-160794655.73464134
3109,-74877.627419197,8672474.494589193,-10834980.978799928,-268388716.38097957
3110,-74877.636190366,-90724034.65056348,-218844358.5868075,8081048.653329577
3111,-74877.635127073,108517407.58027916,4797103.498826949,235451375.83604154
3112,-74877.628503231,-146737340.43463445,184311802.8105458,-57952278.03269389
3113,-74877.632570234,-41360832.692948535,78199781.82549205,250621673.61552972
3114,-74877.62537079799,-119405960.45425203,160137564.30536747,141770760.39450175
3115,-74876.625505202,-72523972.63547684,-179045345.024646,-160792279.5492248
3116,-74876.627416946,8672204.234356726,-10835139.355966695,-268385156.65399748
3117,-74876.63619276299,-90722699.14625525,-218841515.86882138,8081248.698785327
3118,-74876.635128329,108515668.78192677,4797098.329918645,235448400.92129603
3119,-74876.62850179299,-146735549.11746728,184309347.89196894,-57951207.97233252
3120,-74876.63257161599,-41360157.196827024,78198454.02645978,250618469.811406
3121,-74876.62537101199,-119404380.63944615,160135225.36799207,141769142.29765925
3122,-74875.62550605899,-72523007.42038985,-179043206.2336029,-160789903.36382103
3123,-74875.627414695,8671933.9741224,-10835297.733132528,-268381596.92701447
3124,-74875.63619521,-90721363.64201476,-218838673.15097743,8081448.744228278
3125,-74875.635129499,108513929.98342112,4797093.161009898,235445426.00629562
3126,-74875.628500309,-146733757.80022153,184306892.97327918,-57950137.91192193
3127,-74875.632573014,-41359481.70071632,78197126.22744972,250615266.00733164
3128,-74875.62537121799,-119402800.82462952,160132886.43059888,141767524.20080286
3129,-74874.625506824,-72522042.20521592,-179041067.44236216,-160787527.17819965
3130,-74874.62741245999,8671663.71389053,-10835456.110294899,-268378037.20008743
3131,-74874.63619762799,-90720028.13773642,-218835830.433051,8081648.78967424
3132,-74874.63513088,108512191.1852786,4797087.992102242,235442451.0919238
3133,-74874.628498878,-146731966.4830744,184304438.05471948,-57949067.85156804
3134,-74874.63257437499,-41358806.204580605,78195798.42839143,250612062.2031369
3135,-74874.62537142099,-119401221.00980999,160130547.49319965,141765906.10394073
3136,-74873.62550773099,-72521076.9901809,-179038928.6514241,-160785150.99291655
3137,-74873.62741023999,8671393.45366086,-10835614.48745396,-268374477.4732129
3138,-74873.63620008499,-90718692.63351114,-218832987.71523547,8081848.835109604
3139,-74873.635132072,108510452.38680375,4797082.823193608,235439476.1769907
3140,-74873.628497371,-146730175.16579485,184301983.13597324,-57947997.79113284
3141,-74873.63257578,-41358130.70847462,78194470.62939253,250608858.39908126
3142,-74873.625371665,-119399641.1950571,160128208.5558972,141764288.007144
3143,-74872.625508507,-72520111.77502131,-179036789.860205,-160782774.8073232
3144,-74872.62740799799,8671123.193423377,-10835772.864615574,-268370917.74625912
3145,-74872.636202538,-90717357.12928145,-218830144.99740857,8082048.880542974
3146,-74872.63513331399,108508713.58841209,4797077.6542852335,235436501.26220724
3147,-74872.62849589299,-146728383.848571,184299528.21729818,-57946927.730728656
3148,-74872.632577179,-41357455.2123646,78193142.83038658,250605654.59500456
3149,-74872.62537191699,-119398061.3803187,160125869.6186144,141762669.91035926
3150,-74871.625509329,-72519146.55990797,-179034651.0690833,-160780398.62184
3151,-74871.62740577999,8670852.933190517,-10835931.241772458,-268367358.01938984
3152,-74871.63620496,-90716021.62501128,-218827302.27949357,8082248.925979749
3153,-74871.635134534,108506974.78997847,4797072.4853767445,235433526.34735927
3154,-74871.628494351,-146726592.53123623,184297073.29846603,-57945857.67025599
3155,-74871.63257854899,-41356779.71623497,78191815.03134304,250602450.79083306
3156,-74871.625372162,-119396481.56557114,160123530.6813162,141761051.8135623
3157,-74870.62551019399,-72518181.34483802,-179032512.2780527,-160778022.43645993
3158,-74870.627403547,8670582.672951745,-10836089.618930781,-268363798.29246628
3159,-74870.63620738499,-90714686.12074603,-218824459.56158704,8082448.971413135
3160,-74870.635135793,108505235.99160893,4797067.316468457,235430551.43262827
3161,-74870.628492992,-146724801.21423295,184294618.38008308,-57944787.60997915
3162,-74870.63257994299,-41356104.22012156,78190487.23233229,250599246.98673657
3163,-74870.62537233699,-119394901.75071481,160121191.74385512,141759433.7166511
3164,-74869.62551106399,-72517216.12977475,-179030373.4870318,-160775646.25109267
3165,-74869.62740133099,8670312.412715696,-10836247.996085487,-268360238.56560224
3166,-74869.63620986,-90713350.61654852,-218821616.8438227,8082649.016833723
3167,-74869.63513711799,108503497.19335042,4797062.147560511,235427576.51809457
3168,-74869.628491413,-146723009.89683935,184292163.4611601,-57943717.54946689
3169,-74869.63258132999,-41355428.72400342,78189159.43331322,250596043.18261582
3170,-74869.625372631,-119393321.93604836,160118852.8066734,141757815.61993155
3171,-74868.62551189099,-72516250.91467182,-179028234.69591805,-160773270.06562415
3172,-74868.62739907799,8670042.152467791,-10836406.373245118,-268356678.83860555
3173,-74868.636212288,-90712015.11228915,-218818774.1259247,8082849.062260917
3174,-74868.635138235,108501758.39472654,4797056.97865149,235424601.60294297
3175,-74868.628490062,-146721218.57985792,184289708.54279682,-57942647.489198625
3176,-74868.63258273799,-41354753.22789946,78187831.63432293,250592839.37856048
3177,-74868.62537286499,-119391742.12128897,160116513.86935222,141756197.52311397
3178,-74867.625512751,-72515285.69960265,-179026095.9048739,-160770893.88023505
3179,-74867.627396884,8669771.892233972,-10836564.750394473,-268353119.11181802
3180,-74867.63621468999,-90710679.60799599,-218815931.40795282,8083049.1076905215
3181,-74867.62848857399,-146719427.26263475,184287253.6240972,-57941577.42878373
3182,-74867.632584145,-41354077.73179485,78186503.83533227,250589635.5745001
3183,-74867.625373085,-119390162.30650936,160114174.93199927,141754579.4262728
3184,-74866.62551358099,-72514320.48450635,-179023957.1137647,-160768517.69477552
3185,-74866.62739462899,8669501.631981794,-10836723.12755256,-268349559.38481236
3186,-74866.636217093,-90709344.10370511,-218813088.6899838,8083249.153117129
3187,-74866.62848705599,-146717635.94536155,184284798.70532393,-57940507.36833677
3188,-74866.632585477,-41353402.23563954,78185176.03624293,250586431.7701975
3189,-74866.625373263,-119388582.49166524,160111835.99454898,141752961.32936278
3190,-74865.62551445399,-72513355.26945342,-179021818.32274652,-160766141.50941908
3191,-74865.62739241199,8669231.371738032,-10836881.504703695,-268345999.65794104
3192,-74865.63621956,-90708008.59950061,-218810245.97219667,8083449.198528141
3193,-74865.62848567999,-146715844.62834653,184282343.7868993,-57939437.30804174
3194,-74865.632586897,-41352726.739543706,78183848.23727138,250583227.96617505
3195,-74865.62537353099,-119387002.67696513,160109497.05731013,141751343.23259735
3196,-74864.625515236,-72512390.05431452,-179019679.5315328,-160763765.3238474
3197,-74864.62739019499,8668961.111492405,-10837039.881853899,-268342439.9310688
3198,-74864.636222046,-90706673.09532245,-218807403.25446358,8083649.243932556
3199,-74864.635143592,108494803.20173948,4797036.3030199995,235412701.94499066
3200,-74864.62848423,-146714053.31120262,184279888.868293,-57938367.24766752
3201,-74864.63258829,-41352051.243429616,78182520.43826489,250580024.1620642
3202,-74864.62537380599,-119385422.86227798,160107158.12008858,141749725.1358424
3203,-74863.625516049,-72511424.83920743,-179017540.7403844,-160761389.1383503
3204,-74863.62738796299,8668690.851240862,-10837198.259005548,-268338880.20414227
3205,-74863.636224458,-90705337.59104635,-218804560.53652012,8083849.289348985
3206,-74863.628482738,-146712261.9939872,184277433.9495836,-57937297.187248364
3207,-74863.63258966799,-41351375.74730539,78181192.63923945,250576820.35790342
3208,-74863.625374007,-119383843.04747581,160104819.1826949,141748107.03896677
3209,-74862.62551692,-72510459.62415814,-179015401.94935918,-160759012.95299193
3210,-74862.627385727,8668420.590986375,-10837356.636156898,-268335320.47720057
3211,-74862.636226875,-90704002.0867779,-218801717.81859088,8084049.334761617
3212,-74862.635145906,108491325.60458982,4797025.965202371,235406752.11493573
3213,-74862.62848124,-146710470.6767648,184274979.0308594,-57936227.126822785
3214,-74862.632591059,-41350700.25118995,78179864.8402322,250573616.55378243
3215,-74862.62537421,-119382263.23267864,160102480.24530682,141746488.94209346
3216,-74861.62551771199,-72509494.40903449,-179013263.158164,-160756636.7674468
3217,-74861.62738352199,8668150.330738401,-10837515.01330241,-268331760.7503682
3218,-74861.635147162,108489586.80618155,4797020.796294068,235403777.2002042
3219,-74861.62847979399,-146708679.3596392,184272524.1122629,-57935157.066452846
3220,-74861.63259242999,-41350024.755061,78178537.04119928,250570412.7495955
3221,-74861.62537450799,-119380683.41803339,160100141.30814186,141744870.84537292
3222,-74860.625518572,-72508529.19397832,-179011124.36711335,-160754260.58206415
3223,-74860.627381323,8667880.07049019,-10837673.390446037,-268328201.02355635
3224,-74860.635148558,108487848.00801297,4797015.627386489,235400802.28589004
3225,-74860.628478384,-146706888.04258186,184270069.1937548,-57934087.00612144
3226,-74860.632593841,-41349349.258959085,78177209.24222045,250567208.94553488
3227,-74860.625374698,-119379103.6032194,160097802.3707252,141743252.74847668
3228,-74859.625519421,-72507563.97891343,-179008985.57603827,-160751884.39665633
3229,-74859.627379099,8667609.810233356,-10837831.767592695,-268324641.29665455
3230,-74859.63623431299,-90699995.57422782,-218793189.6653347,8084649.470945344
3231,-74859.635149729,108486109.20944946,4797010.458477747,235397827.37090755
3232,-74859.628476966,-146705096.7255139,184267614.27522704,-57933016.94578147
3233,-74859.632595191,-41348673.76281595,78175881.44316153,250564005.14127696
3234,-74859.625374994,-119377523.78857474,160095463.43355745,141741634.65175104
3235,-74858.625520305,-72506598.76388414,-179006846.7850371,-160749508.21133256
3236,-74858.62737688099,8667339.549976282,-10837990.14473747,-268321081.56977317
3237,-74858.636236608,-90698660.06980015,-218790346.94705868,8084849.516371204
3238,-74858.63515101599,108484370.41108386,4797005.289569604,235394852.45627096
3239,-74858.62847549599,-146703305.40835652,184265159.3565716,-57931946.88538584
3240,-74858.63259657899,-41347998.26669848,78174553.64415401,250560801.3371389
3241,-74858.625375201,-119375943.97379135,160093124.49618247,141740016.55488047
3242,-74857.625521089,-72505633.54876022,-179004707.99382108,-160747132.02577215
3243,-74857.627374651,8667069.289714105,-10838148.521883212,-268317521.84284812
3244,-74857.63623895799,-90697324.56544685,-218787504.22893894,8085049.561783272
3245,-74857.635152355,108482631.61280502,4797000.120661731,235391877.54179007
3246,-74857.628473986,-146701514.09113124,184262704.43781802,-57930876.82494743
3247,-74857.63259794199,-41347322.770564124,78173225.84511422,250557597.5329189
3248,-74857.625375411,-119374364.15901454,160090785.5588154,141738398.4580138
3249,-74856.625521953,-72504668.33371536,-179002569.20277533,-160744755.84040272
3250,-74856.627372433,8666799.029453307,-10838306.899026124,-268313962.1159649
3251,-74856.63624145399,-90695989.06128947,-218784661.51123428,8085249.607163335
3252,-74856.63515365099,108480892.81444766,4796994.951753635,235388902.62718216
3253,-74856.628472575,-146699722.77408698,184260249.51930743,-57929806.764614955
3254,-74856.632599315,-41346647.27443653,78171898.04608864,250554393.7287291
3255,-74856.625375618,-119372784.34423487,160088446.62144226,141736780.36114138
3256,-74855.625522808,-72503703.1186637,-179000430.4117093,-160742379.65501288
3257,-74855.627370237,8666528.769196592,-10838465.276164621,-268310402.38915902
3258,-74855.63624399499,-90694653.55719313,-218781818.79365754,8085449.652531604
3259,-74855.63515489899,108479154.01600312,4796989.78284529,235385927.71243238
3260,-74855.62847108599,-146697931.45690674,184257794.60060537,-57928736.70419899
3261,-74855.63260071799,-41345971.77832919,78170570.24710383,250551189.92463347
3262,-74855.625375839,-119371204.52947916,160086107.6841028,141735162.26429066
3263,-74854.62552345,-72502737.9034083,-178998291.62018684,-160740003.46911782
3264,-74854.627368027,8666258.508934226,-10838623.653304406,-268306842.6623024
3265,-74854.636246339,-90693318.05283463,-218778976.07552078,8085649.697936488
3266,-74854.635156229,108477415.21769743,4796984.6139373705,235382952.7979275
3267,-74854.62846964499,-146696140.1398162,184255339.68202114,-57927666.6438344
3268,-74854.63260206999,-41345296.28218742,78169242.44805224,250547986.12037268
3269,-74854.625376115,-119369624.71481222,160083768.74689293,141733544.167528
3270,-74853.625524451,-72501772.68850127,-178996152.82943124,-160737627.28407675
3271,-74853.62736580799,8665988.248667568,-10838782.030444682,-268303282.9354128
3272,-74853.63624861199,-90691982.54838222,-218776133.35718217,8085849.743352782
3273,-74853.635157589,108475676.4194402,4796979.445029605,235379977.88351282
3274,-74853.628468251,-146694348.82281363,184252884.76355234,-57926596.58352013
3275,-74853.632603458,-41344620.78606996,78167914.64904939,250544782.31622535
3276,-74853.625376318,-119368044.9000318,160081429.8095132,141731926.0706463
3277,-74852.625525314,-72500807.47346291,-178994014.03837955,-160735251.0987087
3278,-74852.62736360199,8665717.988402564,-10838940.407581968,-268299723.20856854
3279,-74852.63625118599,-90690647.04433276,-218773290.63969925,8086049.788706067
3280,-74852.635158829,108473937.62097056,4796974.27612122,235377002.96874204
3281,-74852.628466781,-146692557.5056786,184250429.84489688,-57925526.5231245
3282,-74852.632604801,-41343945.28992209,78166586.84998769,250541578.51193193
3283,-74852.625376566,-119366465.08532435,160079090.87223968,141730307.97383645
3284,-74851.625526063,-72499842.25831637,-178991875.24708313,-160732874.91307068
3285,-74851.62736140199,8665447.728137314,-10839098.784717374,-268296163.4817447
3286,-74851.636253586,-90689311.54005183,-218770447.9217217,8086249.834091366
3287,-74851.635160233,108472198.82278237,4796969.107213682,235374028.0544601
3288,-74851.628465338,-146690766.18859565,184247974.92630777,-57924456.46275778
3289,-74851.632606189,-41343269.79380463,78165259.05098668,250538374.70778087
3290,-74851.62537668,-119364885.27040705,160076751.93465367,141728689.87680888
3291,-74850.625526971,-72498877.04332517,-178989736.45612583,-160730498.7278114
3292,-74850.62735923,8665177.467877775,-10839257.161847413,-268292603.75501966
3293,-74850.63625602299,-90687976.03582124,-218767605.2038493,8086449.879466472
3294,-74850.628463929,-146688974.87157732,184245520.0078021,-57923386.402427435
3295,-74850.63260757399,-41342594.29768513,78163931.25198261,250535170.90361828
3296,-74850.62537700699,-119363305.45582813,160074412.9975668,141727071.780125
3297,-74849.62552776,-72497911.82822098,-178987597.6649131,-160728122.54227033
3298,-74849.62735701799,8664907.207605558,-10839415.538982855,-268289044.02815124
3299,-74849.636258384,-90686640.53149009,-218764762.48576087,8086649.924853985
3300,-74849.62846245899,-146687183.55445346,184243065.08914667,-57922316.34203181
3301,-74849.632608905,-41341918.80152917,78162603.4529078,250531967.09928086
3302,-74849.625377266,-119361725.64114365,160072074.0603218,141725453.6833302
3303,-74848.6255286,-72496946.61316785,-178985458.87380847,-160725746.35685134
3304,-74848.62735478999,8664636.947327154,-10839573.9161199,-268285484.30122492
3305,-74848.636260815,-90685305.02725337,-218761919.7678714,8086849.970224701
3306,-74848.635164191,108466982.4277538,4796953.600489756,235365103.3108642
3307,-74848.62846104799,-146685392.23743904,184240610.1706361,-57921246.28169933
3308,-74848.63261028599,-41341243.30540697,78161275.6539003,250528763.29510176
3309,-74848.625377469,-119360145.82637255,160069735.12294677,141723835.58644384
3310,-74847.62552947,-72495981.39814556,-178983320.08276713,-160723370.1715046
3311,-74847.62735260799,8664366.68705932,-10839732.293248728,-268281924.57446146
3312,-74847.636263271,-90683969.52305095,-218759077.05005303,8087050.015587621
3313,-74847.63516550399,108465243.62939246,4796948.431581748,235362128.39631525
3314,-74847.628459598,-146683600.92035848,184238155.25202978,-57920176.221325114
3315,-74847.63261161,-41340567.80924629,78159947.85481803,250525559.4907382
3316,-74847.62537768399,-119358566.01162225,160067396.1856007,141722217.48957592
3317,-74846.625530255,-72495016.18304309,-178981181.29154304,-160720993.98595676
3318,-74846.627350425,8664096.42678936,-10839890.670376785,-268278364.8476935
3319,-74846.636265804,-90682634.01895232,-218756234.33245358,8087250.060932345
3320,-74846.63516674399,108463504.83090046,4796943.262673362,235359153.48155007
3321,-74846.628458179,-146681809.60333717,184235700.33349958,-57919106.160984084
3322,-74846.63261301299,-41339892.31313895,78158620.0558416,250522355.68662584
3323,-74846.62537790599,-119356986.19688492,160065057.24827194,141720599.3927185
3324,-74845.62553109799,-72494050.96799846,-178979042.50044206,-160718617.80054766
3325,-74845.627348219,8663826.166511314,-10840049.04750755,-268274805.12084275
3326,-74845.636268284,-90681298.51478381,-218753391.6147034,8087450.106284878
3327,-74845.635168108,108461766.0326204,4796938.093765617,235356178.56715477
3328,-74845.628456685,-146680018.2861852,184233245.41478524,-57918036.10056278
3329,-74845.632614362,-41339216.816995144,78157292.25679441,250519151.88233864
3330,-74845.625378124,-119355406.3821431,160062718.3109348,141718981.29585356
3331,-74844.62553189999,-72493085.75291611,-178976903.70925248,-160716241.61504212
3332,-74844.627346022,8663555.906233838,-10840207.424635962,-268271245.39402306
3333,-74844.636270551,-90679963.01033178,-218750548.89634773,8087650.151677226
3334,-74844.635169516,108460027.23441307,4796932.924858101,235353203.65289122
3335,-74844.628455317,-146678226.96926272,184230790.49638024,-57916966.040276304
3336,-74844.63261570399,-41338541.3208466,78155964.45773883,250515948.07802713
3337,-74844.625378368,-119353826.56744424,160060379.37365937,141717363.19902983
3338,-74843.625532712,-72492120.5378453,-178974764.91808337,-160713865.4295613
3339,-74843.627343834,8663285.645956933,-10840365.801762016,-268267685.6672345
3340,-74843.636272889,-90678627.5059755,-218747706.17819393,8087850.197052577
3341,-74843.635170784,108458288.4359586,4796927.7559498595,235350228.7382121
3342,-74843.628453802,-146676435.65208063,184228335.57761434,-57915895.979832545
3343,-74843.632617064,-41337865.824710235,78154636.65870811,250512744.27377146
3344,-74843.625378564,-119352246.75267139,160058040.43627262,141715745.1021275
3345,-74842.62553356799,-72491155.3228188,-178972626.12700737,-160711489.2441859
3346,-74842.62734163599,8663015.38567546,-10840524.178888721,-268264125.9404094
3347,-74842.636275257,-90677292.00166023,-218744863.4601254,8088050.242419133
3348,-74842.635172111,108456549.637603,4796922.587041924,235347253.8237095
3349,-74842.628452444,-146674644.33518347,184225880.6592339,-57914825.91955677
3350,-74842.632618372,-41337190.32853873,78153308.85960926,250509540.46934733
3351,-74842.62537875799,-119350666.93789724,160055701.49888209,141714127.00522098
3352,-74841.625534415,-72490190.10778548,-178970487.33591124,-160709113.0587901
3353,-74841.62733942899,8662745.125389691,-10840682.556015924,-268260566.2135513
3354,-74841.63627768999,-90675956.49743268,-218742020.74224162,8088250.287769891
3355,-74841.635173501,108454810.83935322,4796917.418134314,235344278.90939522
3356,-74841.628451001,-146672853.0181378,184223425.74064475,-57913755.85919005
3357,-74841.632619771,-41336514.832428694,78151981.0606322,250506336.66521287
3358,-74841.62537898,-119349087.1231692,160053362.561558,141712508.90835884
3359,-74840.625535217,-72489224.8927106,-178968348.5447179,-160706736.87328827
3360,-74840.62733729399,8662474.865121525,-10840840.933130788,-268257006.48694867
3361,-74840.636280087,-90674620.993158,-218739178.02425554,8088450.333125058
3362,-74840.635174778,108453072.04090323,4796912.249226119,235341303.9947457
3363,-74840.628449568,-146671061.70111373,184220970.82208017,-57912685.798834026
3364,-74840.632621131,-41335839.33629231,78150653.26160425,250503132.86095157
3365,-74840.625379158,-119347507.3083735,160051023.62413195,141710890.81142455
3366,-74839.625535998,-72488259.67761731,-178966209.75347874,-160704360.68773746
3367,-74839.62733511899,8662204.604840681,-10840999.310251059,-268253446.76020265
3368,-74839.63628250899,-90673285.48891762,-218736335.3063405,8088650.378472431
3369,-74839.63517621899,108451333.24273464,4796907.080318773,235338329.08058497
3370,-74839.628448101,-146669270.3840325,184218515.9034321,-57911615.73844162
3371,-74839.632622477,-41335163.84014648,78149325.46255866,250499929.0566436
