,t_k,x_k,y_k,z_k
5286,-160938.626701297,31924389.894386176,2798534.53355834,-574738239.072065
5287,-160938.637003126,-205662596.463302,-463492099.91952723,-9145451.618981691
5288,-160938.635575543,258146525.48382747,5241945.477310662,491479285.6094483
5289,-160938.627997443,-300913460.3953722,395584245.4020673,-150042609.8258314
5290,-160938.633046836,-99494785.06989409,192475101.8552278,526337744.96780795
5291,-160938.625450677,-255373329.6011294,361432345.99078214,281022373.7274572
5292,-160937.625806697,-155598317.63401955,-363108550.4154136,-365292796.508747
5293,-160937.626699245,31924119.794508927,2798376.076272376,-574734679.425942
5294,-160937.637005744,-205661260.8791386,-463489257.2021694,-9145251.333119126
5295,-160937.635576846,258144787.00615856,5241940.308402602,491476310.61469203
5296,-160937.62799595,-300911668.7575039,395581790.48335546,-150041539.7654112
5297,-160937.633048269,-99494109.57380702,192473773.9761128,526334541.3241484
5298,-160937.625451026,-255371749.62623572,361430006.97357196,281020755.71098363
5299,-160936.625807694,-155597352.25876677,-363106411.70482045,-365290420.24352545
5300,-160936.626697217,31923849.694636293,2798217.618991147,-574731119.7799034
5301,-160936.637008157,-205659925.29470232,-463486414.4842288,-9145051.047218293
5302,-160936.635578098,258143048.52839732,5241935.1394942785,491473335.6197852
5303,-160936.627994421,-300909877.1195748,395579335.56455517,-150040469.70495245
5304,-160936.633050015,-99493434.07793137,192472446.0974144,526331337.6814898
5305,-160936.625451366,-255370169.65132976,361427667.9563417,281019137.69449466
5306,-160935.62580879,-155596386.88361138,-363104272.99443805,-365288043.9785401
5307,-160935.62669514,31923579.594748568,2798059.161703082,-574727560.1336896
5308,-160935.637010742,-205658589.7104967,-463483571.7667771,-9144850.761354705
5309,-160935.635579379,258141310.05068275,5241929.970586105,491470360.6249654
5310,-160935.627992866,-300908085.48160285,395576880.64569116,-150039399.6444659
5311,-160935.633051496,-99492758.58187674,192471118.21836504,526328134.03798044
5312,-160935.62545163,-255368589.67630553,361425328.9389346,281017519.6778817
5313,-160934.625809827,-155595421.5084009,-363102134.2839286,-365285667.71341544
5314,-160934.626693104,31923309.494870044,2797900.7044224474,-574724000.4876208
5315,-160934.635580626,258139571.5729053,5241924.801677756,491467385.6300455
5316,-160934.627991367,-300906293.843735,395574425.7269645,-150038329.5840392
5317,-160934.633052987,-99492083.08582884,192469790.33932987,526324930.39450115
5318,-160934.62545197,-255367009.70140326,361422989.92170614,281015901.6613909
5319,-160933.625810777,-155594456.1331083,-363099995.57323205,-365283291.44808507
5320,-160933.626691115,31923039.395002365,2797742.247150191,-574720440.8417183
5321,-160933.635581914,258137833.09519544,5241919.632769618,491464410.63524836
5322,-160933.627989826,-300904502.2057955,395571970.8081348,-150037259.52356765
5323,-160933.633054553,-99491407.58983164,192468462.46039525,526321726.75126034
5324,-160933.625452264,-255365429.72643015,361420650.9043711,281014283.6448246
5325,-160932.625811896,-155593490.7579807,-363097856.8628961,-365280915.1831571
5326,-160932.626689094,31922769.295124173,2797583.7898737984,-574716881.195701
5327,-160932.635583158,258136094.61740535,5241914.463861254,491461435.64032143
5328,-160932.627988253,-300902710.56780255,395569515.8892265,-150036189.4630618
5329,-160932.633056075,-99490732.09380467,192467134.5814031,526318523.10787666
5330,-160932.625452601,-255363849.75152686,361418311.8871375,281012665.628327
5331,-160931.62581288,-155592525.38272464,-363095718.15227044,-365278538.91790926
5332,-160931.626687018,31922499.195229262,2797425.332589615,-574713321.549487
5333,-160931.635584409,258134356.13962376,5241909.294952925,491458460.64541614
5334,-160931.627986722,-300900918.9298884,395567060.9704213,-150035119.4026009
5335,-160931.633057608,-99490056.59778516,192465806.70242652,526315319.4645264
5336,-160931.62545292499,-255362269.7766049,361415972.86987436,281011047.61180747
5337,-160930.625813922,-155591560.00752646,-363093579.4417679,-365276162.6528003
5338,-160930.626685004,31922229.09534924,2797266.8753161966,-574709761.9034928
5339,-160930.635585691,258132617.66189224,5241904.126044757,491455485.65060407
5340,-160930.627985156,-300899127.2919154,395564606.05153024,-150034049.3421026
5341,-160930.633059219,-99489381.10181832,192464478.8235544,526312115.8214241
5342,-160930.625453208,-255360689.80161998,361413633.85251635,281009429.5952206
5343,-160929.625814846,-155590594.63221622,-363091440.73101205,-365273786.3874118
5344,-160929.626683042,31921958.995481398,2797108.4180519423,-574706202.2576827
5345,-160929.635586942,258130879.1841032,5241898.957136428,491452510.6557006
5346,-160929.627983626,-300897335.65401065,395562151.13272756,-150032979.28164276
5347,-160929.633060735,-99488705.60578734,192463150.9445571,526308912.1780157
5348,-160929.625453467,-255359109.82659903,361411294.8351031,281007811.578594
5349,-160928.626680997,31921688.895589262,2796949.9607754676,-574702642.6115763
5350,-160928.635588217,258129140.7063521,5241893.788228223,491449535.6608696
5351,-160928.627982075,-300895544.016072,395559696.2138733,-150031909.22116047
5352,-160928.633062257,-99488030.10976037,192461823.06556872,526305708.5346246
5353,-160928.625453686,-255357529.85151678,361408955.81759727,281006193.5619018
5354,-160927.62581691,-155588663.88180983,-363087163.3099596,-365269033.8571509
5355,-160927.626678962,31921418.795697983,2796791.5035015093,-574699082.9655044
5356,-160927.635589483,258127402.22858158,5241888.619319973,491446560.66601264
5357,-160927.627980521,-300893752.37813157,395557241.2950117,-150030839.16067496
5358,-160927.633063786,-99487354.61373816,192460495.1865905,526302504.891254
5359,-160926.625818059,-155587698.50672242,-363085024.59968215,-365266657.5922998
5360,-160926.626676951,31921148.69581132,2796633.046232289,-574695523.3195173
5361,-160926.635590761,258125663.75082833,5241883.4504117835,491443585.6711924
5362,-160926.627978951,-300891960.7401663,395554786.3761108,-150029769.10017234
5363,-160926.633065288,-99486679.11769772,192459167.30757743,526299301.24779516
5364,-160925.625818997,-155586733.13143313,-363082885.88895255,-365264281.3269484
5365,-160925.626674946,31920878.595924404,2796474.5889649442,-574691963.6735504
5366,-160925.635592009,258123925.27301913,5241878.281503439,491440610.67628384
5367,-160925.627977409,-300890169.10225487,395552331.45727855,-150028699.03969967
5368,-160925.633066912,-99486003.62173967,192457839.42872724,526296097.6047252
5369,-160925.625454806,-255352789.92701262,361401938.7661683,281001339.51256865
5370,-160924.625819917,-155585767.75612834,-363080747.17818356,-365261905.061555
5371,-160924.626672969,31920608.496043198,2796316.131702975,-574688404.0276822
5372,-160924.635593239,258122186.79517493,5241873.112595002,491437635.68132263
5373,-160924.627975847,-300888377.46431136,395549876.5383973,-150027628.9792056
5374,-160924.625455153,-255351209.95214003,361399599.74896556,280999721.49607974
5375,-160923.625821029,-155584802.38101074,-363078608.46782416,-365259528.79661894
5376,-160923.626670889,31920338.396132313,2796157.674425612,-574684844.3814465
5377,-160923.637040297,-205642562.6981452,-463449459.1531925,-9142447.330916142
5378,-160923.635594535,258120448.3174417,5241867.943686906,491434660.68655866
5379,-160923.627974271,-300886585.82634646,395547421.6194817,-150026558.91869655
5380,-160923.625455471,-255349629.9772235,361397260.7316959,280998103.47954303
5381,-160922.625821996,-155583837.00575507,-363076469.75715375,-365257152.53133905
5382,-160922.626668872,31920068.296236567,2795999.217159163,-574681284.7354342
5383,-160922.635595758,258118709.83957782,5241862.774778433,491431685.6915785
5384,-160922.627972674,-300884794.18834776,395544966.7005145,-150025488.85816506
5385,-160922.633071447,-99483977.13363788,192453855.7917348,526286486.6744246
5386,-160922.62545573,-255348050.00221562,361394921.71428925,280996485.46290994
5387,-160921.625823049,-155582871.63058427,-363074331.0466663,-365254776.2662646
5388,-160921.626666915,31919798.196355175,2795840.7599031534,-574677725.0896344
5389,-160921.63559704,258116971.36181283,5241857.605870265,491428710.6967748
5390,-160921.627971134,-300883002.5504548,395542511.78168726,-150024418.79769453
5391,-160921.633073066,-99483301.63767646,192452527.91288173,526283283.03133124
5392,-160921.625456025,-255346470.02726644,361392582.6969677,280994867.4463341
5393,-160920.625824052,-155581906.25536704,-363072192.3360711,-365252400.0010722
5394,-160920.62666475,31919528.096415736,2795682.3026151164,-574674165.4430933
5395,-160920.635598294,258115232.88399544,5241852.436961952,491425735.7018887
5396,-160920.627969558,-300881210.91250116,395540056.86277163,-150023348.7371855
5397,-160920.633074582,-99482626.14164545,192451200.0338928,526280079.387906
5398,-160920.62545635,-255344890.05236655,361390243.67971724,280993249.42980593
5399,-160919.625825034,-155580940.8801314,-363070053.62543,-365250023.73583084
5400,-160919.626662778,31919257.99652657,2795523.8453585943,-574670605.7972383
5401,-160919.637049662,-205637220.36007455,-463438088.2806142,-9141646.187428558
5402,-160919.635599536,258113494.40615347,5241847.268053576,491422760.70696783
5403,-160919.627968003,-300879419.27458876,395537601.94390756,-150022278.67669895
5404,-160919.633076102,-99481950.64561716,192449872.15491015,526276875.74449176
5405,-160919.625456681,-255343310.077478,361387904.6624817,280991631.4132865
5406,-160918.62582609,-155579975.50496906,-363067914.91494626,-365247647.47076625
5407,-160918.626660734,31918987.896616094,2795365.3880915935,-574667046.1511263
5408,-160918.637052126,-205635884.77572313,-463435245.5628185,-9141445.901588228
5409,-160918.635600835,258111755.9284068,5241842.099145495,491419785.7122175
5410,-160918.627966447,-300877627.63667834,395535147.025041,-150021208.6162113
5411,-160918.633077716,-99481275.14965235,192448544.27605316,526273672.10137665
5412,-160918.625456962,-255341730.1025123,361385565.6451302,280990013.3966853
5413,-160917.625827024,-155579010.12969086,-363065776.2042006,-365245271.20541275
5414,-160917.626658875,31918717.796753716,2795206.9308548365,-574663486.5056716
5415,-160917.637054561,-205634549.19133395,-463432402.8449405,-9141245.615744885
5416,-160917.635602133,258110017.45065475,5241836.93023741,491416810.7174651
5417,-160917.627964871,-300875835.99873585,395532692.10612535,-150020138.55570224
5418,-160917.633079384,-99480599.65372401,192447216.3972689,526270468.45843285
5419,-160917.625457254,-255340150.12756583,361383226.62780535,280988395.3801009
5420,-160916.625828084,-155578044.75453612,-363063637.4937236,-365242894.9403596
5421,-160916.626656861,31918447.69684761,2795048.4735944485,-574659926.8596642
5422,-160916.637056868,-205633213.60677472,-463429560.1266985,-9141045.329878706
5423,-160916.635603387,258108278.97282243,5241831.761329097,491413835.7225827
5424,-160916.627963242,-300874044.3607021,395530237.1870796,-150019068.4951365
5425,-160916.625457575,-255338570.15266705,361380887.6105492,280986777.3635625
5426,-160915.625829055,-155577079.37929732,-363061498.7830552,-365240518.6750958
5427,-160915.626654841,31918177.59693803,2794890.016334049,-574656367.2136347
5428,-160915.637059435,-205631878.02256364,-463426717.40919566,-9140845.044067387
5429,-160915.635604655,258106540.49501073,5241826.5924208565,491410860.7277429
5430,-160915.62796172,-300872252.72286373,395527782.2682965,-150017998.43468523
5431,-160915.633082315,-99479248.66159381,192444560.6391653,526264061.1712421
5432,-160915.625457927,-255336990.17781913,361378548.59336656,280985159.3470734
5433,-160914.625830166,-155576114.00419554,-363059360.0726854,-365238142.4101656
5434,-160914.62665279,31917907.497018207,2794731.559069662,-574652807.5674939
5435,-160914.637061853,-205630542.43815455,-463423874.6912693,-9140644.758229025
5436,-160914.635605935,258104802.0172162,5241821.423512678,491407885.73293984
5437,-160914.627960172,-300870461.0849826,395525327.3494496,-150016928.37420613
5438,-160914.63308388,-99478573.1655959,192443232.76024705,526260857.5279627
5439,-160914.625458243,-255335410.2029162,361376209.57610065,280983541.33052504
5440,-160913.625831155,-155575148.62897784,-363057221.36205363,-365235766.14494646
5441,-160913.626650847,31917637.39712569,2794573.101823322,-574649247.9217365
5442,-160913.637064286,-205629206.85376644,-463421031.9733856,-9140444.472396461
5443,-160913.635607204,258103063.53939876,5241816.254604442,491404910.7381048
5444,-160913.627958615,-300868669.447089,395522872.4305806,-150015858.31371742
5445,-160913.633085453,-99477897.6696034,192441904.88134032,526257653.884707
5446,-160913.625458539,-255333830.2279835,361373870.5587889,280981923.3139434
5447,-160912.6258322,-155574183.25381607,-363055082.65154076,-365233389.87986135
5448,-160912.62664898,31917367.297251843,2794414.6445899536,-574645688.2762487
5449,-160912.637066632,-205627871.26926303,-463418189.2552545,-9140244.186549265
5450,-160912.635608475,258101325.06158113,5241811.085696217,491401935.7432767
5451,-160912.62795704,-300866877.8091669,395520417.5116675,-150014788.25320947
5452,-160912.633086939,-99477222.17355213,192440577.00231898,526254450.2411707
5453,-160912.625458831,-255332250.25304633,361371531.5414687,280980305.29735434
5454,-160911.625833416,-155573217.87882128,-363052943.9413927,-365231013.61518353
5455,-160911.626647078,31917097.197366677,2794256.1873519714,-574642128.6306356
5456,-160911.63706906,-205626535.68487006,-463415346.5373565,-9140043.900721282
5457,-160911.635609764,258099586.58379105,5241805.916788084,491398960.7485032
5458,-160911.627955466,-300865086.17125034,395517962.59275675,-150013718.1927026
5459,-160911.633088512,-99476546.67755964,192439249.12341416,526251246.59791136
5460,-160911.625459145,-255330670.27814585,361369192.52420086,280978687.2808
5461,-160910.625834156,-155572252.5033688,-363050805.2302257,-365228637.3493754
5462,-160910.637071508,-205625200.10050476,-463412503.8195154,-9139843.614900108
5463,-160910.63561107,258097848.10602677,5241800.74788004,491395985.75378114
5464,-160910.627953879,-300863294.5333142,395515507.6738141,-150012648.13218176
5465,-160910.633090048,-99475871.18154216,192437921.24446112,526248042.9545316
5466,-160910.625459482,-255329090.3032835,361366853.50698775,280977069.2642819
5467,-160909.625835189,-155571287.128201,-363048666.5196844,-365226261.08426464
5468,-160909.626642904,31916556.997490827,2793939.272820177,-574635009.3380891
5469,-160909.637073867,-205623864.51602146,-463409661.10142124,-9139643.32906389
